title,score,year
"Yuusha, Yamemasu",7.0,2022.0
Seiken Gakuin no Makentsukai,6.2,2023.0
Ryman's Club,7.34,2022.0
Motto! Majime ni Fumajime Kaiketsu Zorori 3rd Season,,2022.0
"Ijiranaide, Nagatoro-san 2nd Attack",7.44,2023.0
Love Live! Superstar!! 2nd Season,7.67,2022.0
Tokyo 24-ku,6.34,2022.0
Arknights: Prelude to Dawn,7.07,2022.0
Isekai Shoukan wa Nidome desu,5.67,2023.0
Shine Post,7.47,2022.0
Birdie Wing: Golf Girls' Story,7.47,2022.0
Chiikawa,8.46,2022.0
Spy x Family,8.44,2022.0
Irodorimidori,5.72,2022.0
Tomodachi Game,7.71,2022.0
Delicious Party♡Precure,6.85,2022.0
Technoroid: Overmind,6.52,2023.0
On Air Dekinai!,5.74,2022.0
Kyuuketsuki Sugu Shinu 2,7.45,2023.0
Seirei Gensouki 2,6.87,2024.0
Tonikaku Kawaii 2nd Season,7.63,2023.0
Bungou Stray Dogs 4th Season,8.42,2023.0
Kunoichi Tsubaki no Mune no Uchi,7.1,2022.0
Yofukashi no Uta,7.95,2022.0
Peter Grill to Kenja no Jikan: Super Extra,5.94,2022.0
Shoot! Goal to the Future,5.3,2022.0
Paripi Koumei,8.1,2022.0
Mononogatari,7.25,2023.0
Mato Seihei no Slave,6.85,2024.0
Skip to Loafer,8.11,2023.0
Ninjala (TV),5.61,2022.0
"Fuufu Ijou, Koibito Miman.",7.59,2022.0
Yatogame-chan Kansatsu Nikki Yonsatsume,6.3,2022.0
Otome Game Sekai wa Mob ni Kibishii Sekai desu,7.31,2022.0
Kami Kuzu☆Idol,6.74,2022.0
"Eiyuuou, Bu wo Kiwameru Tame Tenseisu: Soshite, Sekai Saikyou no Minarai Kishi♀",6.56,2023.0
Garugaku. II: Lucky Stars,5.88,2022.0
Teikou Penguin (TV),,2022.0
Golden Kamuy 4th Season,8.12,2022.0
Yowamushi Pedal: Limit Break,7.42,2022.0
Megaton-kyuu Musashi 2nd Season,6.52,2022.0
Nanatsu no Maken ga Shihai suru,6.56,2023.0
Buta no Liver wa Kanetsu Shiro,6.29,2023.0
Migi to Dali,7.69,2023.0
Koukyuu no Karasu,7.54,2022.0
Yami Shibai 10,6.18,2022.0
Insect Land,,2022.0
Spy x Family Part 2,8.21,2022.0
Ayakashi Triangle,6.42,2023.0
Yu☆Gi☆Oh! Go Rush!!,6.18,2022.0
Tokyo Revengers: Seiya Kessen-hen,7.62,2023.0
Rurouni Kenshin: Meiji Kenkaku Romantan (2023),7.62,2023.0
"Komi-san wa, Comyushou desu. 2nd Season",7.98,2022.0
Muv-Luv Alternative 2nd Season,6.52,2022.0
Tsundere Akuyaku Reijou Liselotte to Jikkyou no Endou-kun to Kaisetsu no Kobayashi-san,7.22,2023.0
Poputepipikku 2nd Season,7.53,2022.0
Saihate no Paladin: Tetsusabi no Yama no Ou,7.43,2023.0
Kyoukai Senki Part 2,6.53,2022.0
Baby-Hamitang,,2022.0
Kaginado Season 2,7.35,2022.0
Summer Pockets,7.36,2025.0
MF Ghost,7.56,2023.0
Lycoris Recoil,8.15,2022.0
Urusei Yatsura (2022),7.4,2022.0
Mahouka Koukou no Rettousei 3rd Season,7.04,2024.0
"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita: Sono Ni",6.68,2025.0
Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,7.85,2023.0
Teppen!!!!!!!!!!!!!!!,6.6,2022.0
Jantama Pong☆,6.07,2022.0
Kimi wa Houkago Insomnia,8.07,2023.0
Oshiri Tantei 6th Season,,2022.0
Jaku-Chara Tomozaki-kun 2nd Stage,7.03,2024.0
"Benriya Saitou-san, Isekai ni Iku",7.37,2023.0
Estab-Life: Great Escape,6.46,2022.0
Ooyukiumi no Kaina,6.68,2023.0
Kami wa Game ni Ueteiru.,6.26,2024.0
Alice Gear Aegis Expansion,5.71,2023.0
Hoshi no Samidare,5.62,2022.0
Prima Doll,7.08,2022.0
Mushikaburi-hime,6.87,2022.0
Saikyou Onmyouji no Isekai Tenseiki,7.1,2023.0
Onipan!,6.5,2022.0
Chimimo,6.89,2022.0
Zenryoku Usagi (2023),,2023.0
Ma-eum-uisoli Season 2,,2020.0
Ma-eum-uisoli Season 3,,2021.0
Extreme Hearts,6.51,2022.0
Jujutsu Kaisen 2nd Season,8.72,2023.0
Kimetsu no Yaiba: Katanakaji no Sato-hen,8.17,2023.0
Helck,7.29,2023.0
Duel Masters King Max,,2022.0
Kuro no Shoukanshi,7.02,2022.0
Kyojin no Hoshi: Tokubetsu-hen - Hanagata Mitsuru,,2002.0
Yuurei Deco,6.02,2022.0
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,8.06,2022.0
Shinobi no Ittoki,6.06,2022.0
NieR:Automata Ver1.1a,7.55,2023.0
Grisaia: Phantom Trigger,6.39,2025.0
Ookami to Koushinryou: Merchant Meets the Wise Wolf,8.12,2024.0
Noumin Kanren no Skill bakka Agetetara Nazeka Tsuyoku Natta.,5.96,2022.0
Akachan Honbuchou 2nd Season,,2022.0
Kizuna no Allele,5.25,2023.0
I Love Me,,2022.0
Cap Kakumei Bottleman DX,6.09,2022.0
Mushoku Tensei II: Isekai Ittara Honki Dasu,8.21,2023.0
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 3rd Season,7.95,2024.0
Futoku no Guild,6.54,2022.0
Kinsou no Vermeil: Gakeppuchi Majutsushi wa Saikyou no Yakusai to Mahou Sekai wo Tsukisusumu,6.8,2022.0
Seijo no Maryoku wa Bannou desu Season 2,7.44,2023.0
Isekai One Turn Kill Neesan: Ane Douhan no Isekai Seikatsu Hajimemashita,6.3,2023.0
Spy Kyoushitsu,6.41,2023.0
Inu ni Nattara Suki na Hito ni Hirowareta.,5.04,2023.0
Eternal Boys,6.53,2022.0
Ragna Crimson,7.55,2023.0
FLCL: Grunge,4.66,2023.0
FLCL: Shoegaze,6.16,2023.0
C Danchi,5.45,2022.0
Orient: Awajishima Gekitou-hen,7.04,2022.0
Bucchigire!,5.99,2022.0
RWBY: Hyousetsu Teikoku,6.35,2022.0
Renai Flops,6.7,2022.0
Opus.COLORs,5.73,2023.0
Engage Kiss,6.78,2022.0
Lv1 Maou to One Room Yuusha,7.14,2023.0
Tonari no Youkai-san,7.28,2024.0
Isekai Nonbiri Nouka,7.53,2023.0
4-nin wa Sorezore Uso wo Tsuku,7.13,2022.0
Shin Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei,5.48,2023.0
Masamune-kun no Revenge R,7.23,2023.0
The iDOLM@STER Cinderella Girls: U149,7.7,2023.0
Watashi no Shiawase na Kekkon,7.69,2023.0
Tongari Boushi no Atelier,,2026.0
Kidou Senshi Gundam: Tekketsu no Orphans - Tokubetsu-hen,6.55,2022.0
D4DJ All Mix,7.36,2023.0
Ao no Orchestra,7.17,2023.0
Isekai wa Smartphone to Tomo ni. 2,6.4,2023.0
Kenda Master Ken (TV),5.5,2022.0
Nozomanu Fushi no Boukensha,7.43,2024.0
Shaman King: Flowers,6.58,2024.0
Oniichan wa Oshimai!,7.64,2023.0
Cool Doji Danshi,7.85,2022.0
Zombie-ga Doeeo Beorin Naui Ttal,5.99,2022.0
Yoru wa Neko to Issho,7.19,2022.0
Kaminaki Sekai no Kamisama Katsudou,6.68,2023.0
Tanoshii Sansuu (TV),,1992.0
Otonari ni Ginga,7.16,2023.0
Yuusha ga Shinda!,6.6,2023.0
Hyouken no Majutsushi ga Sekai wo Suberu,6.36,2023.0
Kkoma Bus Tayo 6,,2021.0
Madeob Bus Tayo,,2021.0
Titipo Titipo 2,,2019.0
Titipo Titipo 3,,2022.0
Level 1 dakedo Unique Skill de Saikyou desu,6.21,2023.0
KJ File,4.61,2022.0
Nanatsu no Taizai: Mokushiroku no Yonkishi,7.25,2023.0
Kubo-san wa Mob wo Yurusanai,7.55,2023.0
Watashi no Yuri wa Oshigoto desu!,6.68,2023.0
Enen no Shouboutai: San no Shou,7.7,2025.0
Saikin Yatotta Maid ga Ayashii,6.57,2022.0
Iii Icecrin Double,,2022.0
Touken Ranbu Kai: Kyoden Moyuru Honnouji,6.1,2024.0
Dekiru Neko wa Kyou mo Yuuutsu,7.64,2023.0
Warau Arsnotoria Sun!,5.81,2022.0
Boku to Roboko,6.83,2023.0
Paradox Live the Animation,6.87,2023.0
Kono Subarashii Sekai ni Bakuen wo!,7.51,2023.0
Pui Pui Molcar: Driving School,7.23,2022.0
Akachan Honbuchou 3rd Season,,2022.0
Doushitemo Eto ni Hairitai 2,,2020.0
[Oshi no Ko],8.55,2023.0
"Yuusha Party wo Tsuihou sareta Beast Tamer, Saikyoushu no Nekomimi Shoujo to Deau",6.91,2022.0
Zannen na Ikimono Jiten (2021),,2021.0
Zannen na Ikimono Jiten (2022),,2022.0
Cardfight!! Vanguard: will+Dress Season 3,6.58,2023.0
Edomae Elf,7.25,2023.0
Shiro Seijo to Kuro Bokushi,7.37,2023.0
My Home Hero,7.09,2023.0
Trigun Stampede,7.83,2023.0
5-Okunen Button,6.11,2022.0
Koori Zokusei Danshi to Cool na Douryou Joshi,7.31,2023.0
Akiba Meido Sensou,7.58,2022.0
Date A Live V,7.69,2024.0
Mashle,7.62,2023.0
Genjitsu no Yohane: Sunshine in the Mirror,6.85,2023.0
Chi. Chikyuu no Undou ni Tsuite,8.7,2024.0
Birdie Wing: Golf Girls' Story Season 2,7.54,2023.0
Nokemono-tachi no Yoru,6.61,2023.0
New Panty & Stocking with Garterbelt,7.95,2025.0
Ore dake Level Up na Ken,8.21,2024.0
Tomo-chan wa Onnanoko!,7.72,2023.0
Kanojo ga Koushaku-tei ni Itta Riyuu,7.53,2023.0
Obake Zukan!,,2022.0
Sakuretsu! Amabie-hime.,,2022.0
"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su",8.1,2023.0
Isekai de Mofumofu Nadenade suru Tame ni Ganbattemasu.,6.78,2024.0
Isekai Shikkaku,7.25,2024.0
Lao Fu Zi: Mojie Meng Zhanji,,2006.0
Lao Fu Zi: Mojie Meng Zhanji II,,2006.0
Aru Asa Dummy Head Mic ni Natteita Ore-kun no Jinsei,4.98,2022.0
Kotowaza Gundam-san,5.67,2014.0
Highspeed Etoile,6.13,2024.0
Kaiko sareta Ankoku Heishi (30-dai) no Slow na Second Life,7.0,2023.0
Duel Masters Win,,2022.0
Rougo ni Sonaete Isekai de 8-manmai no Kinka wo Tamemasu,6.94,2023.0
Madtoy Chatty,,2022.0
"Tantei wa Mou, Shindeiru. Season 2",,2026.0
Gimai Seikatsu,7.32,2024.0
Sasaki to Pii-chan,6.84,2024.0
Dark Gathering,7.84,2023.0
Boku no Kokoro no Yabai Yatsu,8.22,2023.0
Kaijuu 8-gou,8.25,2024.0
Tensei Kizoku no Isekai Boukenroku: Jichou wo Shiranai Kamigami no Shito,6.68,2023.0
Okashi na Tensei,6.7,2023.0
"Mix: Meisei Story 2nd Season - Nidome no Natsu, Sora no Mukou e",6.98,2023.0
Jidou Hanbaiki ni Umarekawatta Ore wa Meikyuu wo Samayou,6.44,2023.0
Kami no Tou: Ouji no Kikan,6.67,2024.0
Ousama Ranking: Yuuki no Takarabako,7.38,2023.0
Dungeon Meshi,8.59,2024.0
"Danjo no Yuujou wa Seiritsu suru? (Iya, Shinai!!)",6.56,2025.0
Tensei Oujo to Tensai Reijou no Mahou Kakumei,7.46,2023.0
Athlon Tobot 2,,2016.0
Athlon Tobot 3,,2017.0
Undead Unluck,7.75,2023.0
One Punch Man 3,4.71,2025.0
Nanashi Kaidan,5.44,2022.0
Ganbare! Choushuu-kun,,2022.0
Majo to Yajuu,7.44,2024.0
Tsurune: Tsunagari no Issha,8.09,2023.0
"Isekai de Cheat Skill wo Te ni Shita Ore wa, Genjitsu Sekai wo mo Musou Suru: Level Up wa Jinsei wo Kaeta",6.34,2023.0
"Konyaku Haki sareta Reijou wo Hirotta Ore ga, Ikenai Koto wo Oshiekomu",7.15,2023.0
Punirunes,5.77,2022.0
Mahoutsukai no Yome Season 2,7.76,2023.0
"Tearmoon Teikoku Monogatari: Dantoudai kara Hajimaru, Hime no Tensei Gyakuten Story",7.2,2023.0
Sylvanian Families: Freya no Happy Diary,,2022.0
Sylvanian Families: Mini Story - Peony,,2020.0
"Jitsu wa Ore, Saikyou deshita?",6.47,2023.0
Megami no Café Terrace,7.31,2023.0
Berserk: Ougon Jidai-hen - Memorial Edition,7.9,2022.0
Dekoboko Majo no Oyako Jijou,6.76,2023.0
"Keikenzumi na Kimi to, Keiken Zero na Ore ga, Otsukiai suru Hanashi.",6.75,2023.0
Sousou no Frieren,9.29,2023.0
Arifureta Shokugyou de Sekai Saikyou Season 3,7.02,2024.0
Mamekichi Mameko NEET no Nichijou,,2022.0
Human Bug Daigaku,6.68,2022.0
Kkoma Bus Tayo Pilot,,2009.0
Synduality: Noir,6.83,2023.0
Mecha-ude (TV),6.79,2024.0
Kanojo mo Kanojo Season 2,7.0,2023.0
Bo & To's Family,,2018.0
Bo & To's Family Part 2,,2019.0
Bo & To's Family 2nd Season,,2022.0
"Kanojo, Okarishimasu 3rd Season",6.98,2023.0
Sono Bisque Doll wa Koi wo Suru Season 2,8.22,2025.0
Nijiyon Animation,6.8,2023.0
Tokyo Mew Mew New ♡ 2nd Season,6.72,2023.0
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou - Yakusai-hen,8.25,2023.0
Yamada-kun to Lv999 no Koi wo Suru,7.76,2023.0
Atri: My Dear Moments,7.2,2024.0
UniteUp!,7.04,2023.0
Majutsushi Orphen Hagure Tabi: Urbanrama-hen,6.15,2023.0
Kawaisugi Crisis,6.81,2023.0
Ars no Kyojuu,6.04,2023.0
Kidou Senshi Gundam: Suisei no Majo Season 2,7.89,2023.0
Hataraku Maou-sama!! 2nd Season,6.67,2023.0
Revenger,6.67,2023.0
Kingdom 5th Season,8.72,2024.0
KJ File 2nd Season,5.17,2023.0
Shy,6.71,2023.0
Hoshikuzu Telepath,7.15,2023.0
"Seija Musou: Salaryman, Isekai de Ikinokoru Tame ni Ayumu Michi",7.11,2023.0
Love Live! Superstar!! 3rd Season,7.88,2024.0
Ojou to Banken-kun,5.67,2023.0
Chickip Dancers 2nd Season,,2022.0
Shuumatsu Train Doko e Iku?,7.36,2024.0
Beuledeu Ibalso 2,,2020.0
Beuledeu Ibalso 3,,2022.0
Uchi no Kaisha no Chiisai Senpai no Hanashi,6.89,2023.0
Agisang-eo Ollie Tululutulu,,2020.0
Agisang-eo Ollie wa William,,2021.0
Tengoku Daimakyou,8.21,2023.0
Tsuyokute New Saga,6.57,2025.0
Bartender: Kami no Glass,7.37,2024.0
I Love Me 2nd Season,,2022.0
Yuru Camp△ Season 3,8.02,2024.0
Buddy Daddies,8.1,2023.0
Dosanko Gal wa Namara Menkoi,7.04,2024.0
Flaglia: Natsuyasumi no Monogatari,5.1,2023.0
Hyakushou Kizoku,6.75,2023.0
Ayaka,6.43,2023.0
"Maou no Ore ga Dorei Elf wo Yome ni Shitanda ga, Dou Medereba Ii?",7.29,2024.0
Higeki no Genkyou to Naru Saikyou Gedou Last Boss Joou wa Tami no Tame ni Tsukushimasu.,7.12,2023.0
Boushoku no Berserk,6.73,2023.0
Tondemo Skill de Isekai Hourou Meshi,7.64,2023.0
"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita 2nd",6.76,2024.0
Boukensha ni Naritai to Miyako ni Deteitta Musume ga S-Rank ni Natteta,6.76,2023.0
Busu ni Hanataba wo.,7.16,2025.0
Oshiri Tantei 7th Season,,2023.0
"Tensei shitara Dainana Ouji Datta node, Kimama ni Majutsu wo Kiwamemasu",7.42,2024.0
Uma Musume: Pretty Derby Season 3,7.7,2023.0
Tensei shitara Slime Datta Ken 3rd Season,7.7,2024.0
The Marginal Service,5.51,2023.0
Saijaku Tamer wa Gomi Hiroi no Tabi wo Hajimemashita.,7.57,2024.0
Dead Mount Death Play,7.26,2023.0
Jijou wo Shiranai Tenkousei ga Guigui Kuru.,7.51,2023.0
"Bye Bye, Earth",6.05,2024.0
Yumemiru Danshi wa Genjitsushugisha,6.62,2023.0
Bullbuster,6.16,2023.0
Ooya-san to Boku 2nd Season,,2020.0
Ooya-san to Boku 3rd Season,,2021.0
Yomawari Neko,,2023.0
World Dai Star,7.31,2023.0
Hirogaru Sky! Precure,7.59,2023.0
Acro Trip,6.72,2024.0
"Sokushi Cheat ga Saikyou sugite, Isekai no Yatsura ga Marude Aite ni Naranai n desu ga.",6.36,2024.0
Hidarikiki no Eren,,2026.0
#Compass 2.0: Sentou Setsuri Kaiseki System,5.83,2025.0
Sentai Daishikkaku,7.31,2024.0
AI no Idenshi,6.52,2023.0
2.5-jigen no Ririsa,7.42,2024.0
Watashi no Oshi wa Akuyaku Reijou.,7.35,2023.0
Unnamed Memory,6.78,2024.0
Megumi no Daigo: Kyuukoku no Orange,6.71,2023.0
Yozakura-san Chi no Daisakusen,7.57,2024.0
Pokemon: Mezase Pokemon Master,7.59,2023.0
Pokemon (2023),7.42,2023.0
Kamonohashi Ron no Kindan Suiri,7.51,2023.0
Arknights: Perish in Frost,7.59,2023.0
Spy x Family Season 2,8.06,2023.0
Ao no Exorcist: Shimane Illuminati-hen,7.11,2024.0
Tom to Jerry Gokko,6.63,2022.0
Minami no Shima no Chiisana Hikouki Birdy,,2006.0
Seiyuu Radio no Uraomote,6.94,2024.0
Tensei shitara Ken deshita 2,,2026.0
Jibaku Shounen Hanako-kun 2,7.93,2025.0
Bleach: Sennen Kessen-hen - Ketsubetsu-tan,8.7,2023.0
Turkey!,6.51,2025.0
Tousouchuu: Great Mission,6.03,2023.0
16bit Sensation: Another Layer,6.89,2023.0
Dokan-kun Nanika no Ekaki Uta,,2007.0
Oshiete! Dokan-kun,,2008.0
Hikikomari Kyuuketsuki no Monmon,7.14,2023.0
Zom 100: Zombie ni Naru made ni Shitai 100 no Koto,7.72,2023.0
Dudadakung 3rd Season,,2021.0
Cardfight!! Vanguard: Divinez,7.08,2024.0
Cardfight!! Vanguard: Divinez Season 2,7.09,2024.0
Cardfight!! Vanguard: Divinez Deluxe-hen,7.02,2025.0
Cardfight!! Vanguard: Divinez Deluxe Kesshou-hen,6.65,2025.0
Future Kid Takara,,2025.0
Yorozu Kotto Yamagashi,,2011.0
Chou Futsuu Ken Chiba Densetsu,5.09,2024.0
Kaii to Otome to Kamikakushi,6.76,2024.0
Gunma-chan Season 2,,2023.0
Sasayaku You ni Koi wo Utau,6.67,2024.0
Suki na Ko ga Megane wo Wasureta,7.15,2023.0
Rokudou no Onna-tachi,6.41,2023.0
Kekkon Yubiwa Monogatari,6.07,2024.0
Temple,6.69,2023.0
VTuber Nandaga Haishin Kiri Wasuretara Densetsu ni Natteta,7.01,2024.0
Pinkfong Wonderstar,,2019.0
Myeongtamjeong Pinkfong-gwa Hogi,,2020.0
Dog Signal,7.1,2023.0
Overtake!,7.48,2023.0
Blue Archive the Animation,7.02,2024.0
Hametsu no Oukoku,6.22,2023.0
Toaru Ossan no VRMMO Katsudouki,6.39,2023.0
Ishura,6.73,2024.0
Kusuriya no Hitorigoto,8.86,2023.0
Kage no Jitsuryokusha ni Naritakute! 2nd Season,8.27,2023.0
Potion-danomi de Ikinobimasu!,6.55,2023.0
Kyuujitsu no Warumono-san,7.24,2024.0
Bosanimal,6.03,2023.0
Gekai Elise,7.26,2024.0
Kawagoe Boys Sing,5.66,2023.0
Chibi Godzilla no Gyakushuu,6.73,2023.0
Mukashibanashi no Oheya: Tsutaetai Nihon Mukashibanashi,,2020.0
Fumetsu no Anata e Season 3,7.93,2025.0
Kimi no Koto ga Daidaidaidaidaisuki na 100-nin no Kanojo,7.69,2023.0
Kibou no Chikara: Otona Precure '23,6.54,2023.0
Mahoutsukai Precure!! Mirai Days,7.16,2025.0
Mahou Shoujo ni Akogarete,7.61,2024.0
Nige Jouzu no Wakagimi,7.79,2024.0
"Tsuma, Shougakusei ni Naru.",7.53,2024.0
Kinnikuman: Kanpeki Choujin Shiso-hen,6.77,2024.0
Majutsushi Orphen Hagure Tabi: Seiiki-hen,6.08,2023.0
Dead Mount Death Play Part 2,7.44,2023.0
Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,7.56,2024.0
Hikari no Ou 2nd Season,5.9,2024.0
3-nen Z-gumi Ginpachi-sensei,8.15,2025.0
The iDOLM@STER Shiny Colors,6.1,2024.0
Ryza no Atelier: Tokoyami no Joou to Himitsu no Kakurega,6.41,2023.0
Duel Masters Win: Duel Wars-hen,,2023.0
Sousei no Aquarion: Myth of Emotions,5.39,2025.0
YouTuNya,5.7,2023.0
Boku no Hero Academia 7th Season,8.09,2024.0
Undead Girl Murder Farce,7.85,2023.0
Metallic Rouge,6.2,2024.0
Kamierabi,5.82,2023.0
Captain Tsubasa Season 2: Junior Youth-hen,7.43,2023.0
Urusei Yatsura (2022) 2nd Season,7.84,2024.0
Kono Sekai wa Fukanzen Sugiru,6.53,2024.0
Akuyaku Reijou Level 99: Watashi wa Ura-Boss desu ga Maou dewa Arimasen,7.13,2024.0
Yoru no Kurage wa Oyogenai,7.74,2024.0
Sugar Apple Fairy Tale Part 2,7.66,2023.0
Ikimono-san,5.86,2023.0
Sakuretsu! Amabie-hime. Season 2,,2023.0
Kikansha no Mahou wa Tokubetsu desu,7.05,2023.0
Maou 2099,7.42,2024.0
Shadowverse Flame: Seven Shadows-hen,6.78,2023.0
Senpai wa Otokonoko,7.29,2024.0
Horimiya: Piece,8.13,2023.0
Re:Zero kara Hajimeru Isekai Seikatsu 3rd Season,8.43,2024.0
Hypnosis Mic: Division Rap Battle - Rhyme Anima +,6.86,2023.0
Rinkai!,5.64,2024.0
Trigun Stargaze,,2026.0
Blue Lock vs. U-20 Japan,7.53,2024.0
Kin-Q Kids☆Otasu K-tai,,2006.0
High Card Season 2,7.1,2024.0
Shin Nippon History,,2020.0
Mononogatari 2nd Season,7.33,2023.0
Bungou Stray Dogs 5th Season,8.61,2023.0
Wind Breaker,7.72,2024.0
"Shinmai Ossan Boukensha, Saikyou Party ni Shinu hodo Kitaerarete Muteki ni Naru.",7.36,2024.0
Bikkurimen,5.42,2023.0
Tokyo Revengers: Tenjiku-hen,7.82,2023.0
Denden no Dennou Densha,,2023.0
Spy Kyoushitsu 2nd Season,7.15,2023.0
BanG Dream! It's MyGO!!!!!,8.23,2023.0
Giji Harem,7.83,2024.0
Go! Go! Vehicle Zoo,,2023.0
Sinbi Apartment: Ghost Ball Zero,,2023.0
Baempaieosonyeo Dalja,,2022.0
Amagami-san Chi no Enmusubi,7.55,2024.0
Bubble Bubble Cook 2nd Season,,2011.0
Rainbow Ruby 2nd Season,,2020.0
Bubble Cook Wonjeongdae,,2013.0
Girls Band Cry,8.36,2024.0
Jifeng Jingshe,,2022.0
Oroka na Tenshi wa Akuma to Odoru,6.91,2024.0
Yarinaoshi Reijou wa Ryuutei Heika wo Kouryakuchuu,7.01,2024.0
Yuzuki-san Chi no Yonkyoudai.,7.87,2023.0
Yami Shibai 11,5.82,2023.0
Ooi! Tonbo,7.11,2024.0
Mamekichi Mameko NEET no Nichijou 2nd Season,,2023.0
Tian Zhen Yu Kung Fu Wa,,2021.0
Xiongmao He Kaixin Qiu,,2021.0
"Tensei Kizoku, Kantei Skill de Nariagaru",7.17,2024.0
Stray Sheep no Daibouken,,1995.0
Bastions,5.48,2023.0
Atarashii Joushi wa Do Tennen,7.91,2023.0
Medalist,8.37,2025.0
Bucchigiri?!,6.49,2024.0
Pon no Michi,6.48,2024.0
Zatsu Tabi: That's Journey,6.92,2025.0
Yuuki Bakuhatsu Bang Bravern,7.54,2024.0
Shin Tennis no Oujisama: U-17 World Cup Semifinal,6.68,2024.0
Hananoi-kun to Koi no Yamai,6.76,2024.0
Snack Basue,6.49,2024.0
Dr. Stone: New World Part 2,8.31,2023.0
Banjjagbanjjag Catch! Tiniping,,2021.0
Alssongdalssong Catch! Tiniping,,2022.0
Utagoe wa Mille-Feuille,6.54,2025.0
Boku no Kokoro no Yabai Yatsu 2nd Season,8.72,2024.0
Kimetsu no Yaiba: Hashira Geiko-hen,8.05,2024.0
Hana-Doll*: Reinterpretation of Flowering,5.74,2025.0
Dekisokonai to Yobareta Motoeiyuu wa Jikka kara Tsuihou sareta node Sukikatte ni Ikiru Koto ni Shita,5.23,2024.0
Miru: Watashi no Mirai,5.29,2025.0
Mahoutsukai no Yome Season 2 Part 2,7.91,2023.0
Megami no Café Terrace 2nd Season,7.39,2024.0
Golden Kamuy: Saishuushou,,2026.0
"Himesama ""Goumon"" no Jikan desu",7.22,2024.0
Kizuna no Allele Season 2,5.69,2023.0
[Oshi no Ko] 2nd Season,8.54,2024.0
Mashle: Shinkakusha Kouho Senbatsu Shiken-hen,7.79,2024.0
Natsume Yuujinchou Shichi,8.58,2024.0
Jigokuraku 2nd Season,,2026.0
Fate/strange Fake,,2026.0
Zombie Dumb 2,,2017.0
Zombie Dumb 3,,2022.0
Okinawa de Suki ni Natta Ko ga Hougen Sugite Tsurasugiru,7.09,2025.0
Tasogare Out Focus,7.47,2024.0
Isekai Suicide Squad,6.39,2024.0
Kuroshitsuji: Kishuku Gakkou-hen,7.86,2024.0
Yubisaki to Renren,8.2,2024.0
Henjin no Salad Bowl,7.27,2024.0
"Kekkon suru tte, Hontou desu ka",7.12,2024.0
Mushoku Tensei II: Isekai Ittara Honki Dasu Part 2,8.4,2024.0
Bokura no Ame-iro Protocol,6.08,2023.0
The Fable,8.14,2024.0
Sylvanian Families: Freya no Go for Dream!,,2023.0
30-sai made Doutei dato Mahoutsukai ni Nareru Rashii,7.64,2024.0
Shuumatsu no Walküre Mini Anime (Cartoon Network Nite),5.98,2021.0
Sword Art Online Alternative: Gun Gale Online II,7.14,2024.0
Your Forma,6.25,2025.0
Koi wa Futago de Warikirenai,6.25,2024.0
"Guild no Uketsukejou desu ga, Zangyou wa Iya nanode Boss wo Solo Toubatsu Shiyou to Omoimasu",6.64,2025.0
Momochi-san Chi no Ayakashi Ouji,6.54,2024.0
Yuusha-kei ni Shosu: Choubatsu Yuusha 9004-tai Keimu Kiroku,,2026.0
Lazarus,7.19,2025.0
Naze Boku no Sekai wo Daremo Oboeteinai no ka?,6.23,2024.0
NieR:Automata Ver1.1a Part 2,8.05,2024.0
Nanashi Kaidan 2nd Season,5.49,2023.0
Balala Xiao Mo Xian: Mofa Xing Yuan Bao,,2022.0
UniteUp! Uni:Birth,6.72,2025.0
Boukyaku Battery (TV),7.52,2024.0
Delico's Nursery,6.79,2024.0
Grendizer U,5.82,2024.0
Rekishi ni Nokoru Akujo ni Naru zo,7.34,2024.0
Jiisan Baasan Wakagaeru,7.45,2024.0
Sengoku Youko: Yonaoshi Kyoudai-hen,6.99,2024.0
Chuldong! Super Wings 4,,2020.0
Chuldong! Super Wings 5,,2021.0
Chuldong! Super Wings 6,,2022.0
Chuldong! Super Wings 7,,2023.0
Charging Topspinner,,2023.0
Mecard Ball,,2021.0
Mecard Ball Mega,,2022.0
Tea Tea Cherry,,2022.0
Hello Carbot,,2014.0
Hello Carbot Season 2,,2015.0
Hello Carbot Season 3,,2016.0
Hello Carbot Season 4,,2016.0
Hello Carbot Season 5,,2017.0
Ninja Kamui,6.57,2024.0
Sinbi Apartment: Ghost Ball Z,,2021.0
Hello Carbot Season 6,,2018.0
Hello Carbot Season 7,,2019.0
Hello Carbot Kung,,2018.0
Hello Carbot Season 8,,2020.0
Hello Carbot Season 9,,2020.0
Hello Carbot Season 10,,2021.0
Hello Carbot Season 11,,2021.0
Hello Carbot Season 12,,2022.0
Hello Carbot Season 13,,2023.0
Dramatic Nounai,,2022.0
